+----------------------------------------------------------------------------------------------------+
|INVENTORY RECORD                                                                                    |
|                                                                                                    |
|COMPANY: SUPERMARKET EXAMPLE INC.                                                                   |
|                                                                                                    |
|INST. EST.: 987.654.321            C.N.P.J. : 98.765.432/0001-99                                    |
|                                                                                                    |
+----------+-----------------------------------------+--+--------------------------------------------+
|          |                                         |  |VALUES                                      |
|SKU       |PRODUCT                                  |UN|QUANTITY    |UNIT PRICE    |TOTAL           |
|2417      |Salmon                                   |PC|         695.|         28.51|      19814.45|
|2418      |Peas                                     |PC|         709.|         31.40|      22262.60|
|2419      |Pepper                                   |PC|         454.|         21.24|       9642.96|
|2420      |Whiskey                                  |PC|         277.|          8.38|       2321.26|
|2421      |Mustard                                  |PC|         910.|         40.92|      37237.20|
|2422      |Orange                                   |PC|         823.|          2.71|       2230.33|
|2423      |Cheese                                   |PC|         685.|         31.90|      21851.50|
|2424      |Mushrooms                                |PC|         625.|         20.00|      12500.00|
|2425      |Tuna Can                                 |PC|         562.|          8.21|       4614.02|
|2426      |Apple                                    |PC|         675.|         24.07|      16247.25|
|2427      |Paper Towels                             |PC|         187.|         12.28|       2296.36|
|2428      |Soap                                     |PC|         662.|         20.02|      13253.24|
|2429      |Broccoli                                 |PC|         918.|         29.82|      27374.76|
|2430      |Zucchini                                 |PC|         821.|         29.22|      23989.62|
|2431      |Oatmeal                                  |PC|         995.|          2.97|       2955.15|
|2432      |Apple                                    |PC|         948.|         31.12|      29501.76|
|2433      |Mustard                                  |PC|         958.|         32.26|      30905.08|
|2434      |Pepper                                   |PC|         542.|          4.31|       2336.02|
|2435      |Paper Towels                             |PC|         538.|         30.42|      16365.96|
|2436      |Wine                                     |PC|         110.|         35.15|       3866.50|
|2437      |Sardines                                 |PC|         825.|          4.32|       3564.00|
|2438      |Pepper                                   |PC|         373.|          1.68|        626.64|
|2439      |Sugar                                    |PC|          77.|         21.09|       1623.93|
|2440      |Grapes                                   |PC|          29.|          2.33|         67.57|
|2441      |Cucumber                                 |PC|         428.|         49.08|      21006.24|
|2442      |Flour                                    |PC|         336.|         21.90|       7358.40|
|2443      |Coffee                                   |PC|         185.|          2.97|        549.45|
|2444      |Chickpeas                                |PC|         119.|         21.14|       2515.66|
|2445      |Chickpeas                                |PC|         228.|         42.09|       9596.52|
|2446      |Ketchup                                  |PC|          57.|          7.93|        452.01|
|2447      |Lime                                     |PC|         699.|         46.84|      32741.16|
|2448      |Lemon                                    |PC|         354.|          4.10|       1451.40|
|2449      |Oil                                      |PC|          86.|         44.88|       3859.68|
|2450      |Chickpeas                                |PC|         360.|         11.35|       4086.00|
|2451      |Eggs                                     |PC|         777.|         32.79|      25477.83|
|2452      |Ice Cream                                |PC|         835.|         27.55|      23004.25|
|2453      |Apple                                    |PC|         998.|         45.07|      44979.86|
|2454      |Oil                                      |PC|          84.|         30.08|       2526.72|
|2455      |Tomato                                   |PC|         726.|         25.95|      18839.70|
|2456      |Lime                                     |PC|         125.|          8.37|       1046.25|
|2457      |Wine                                     |PC|         692.|          6.43|       4449.56|
|2458      |Soap                                     |PC|         786.|         28.47|      22377.42|
|2459      |Soy Sauce                                |PC|          10.|         31.10|        311.00|
|2460      |Ice Cream                                |PC|         392.|          5.97|       2340.24|
|2461      |Milk                                     |PC|         452.|         23.41|      10581.32|
|2462      |Chickpeas                                |PC|         377.|         18.36|       6921.72|
|2463      |Pepper                                   |PC|         870.|         23.04|      20044.80|
|2464      |Peas                                     |PC|          87.|         22.61|       1967.07|
|2465      |Orange                                   |PC|         296.|         19.11|       5656.56|
|2466      |Cauliflower                              |PC|         396.|         46.20|      18295.20|
|2467      |Shampoo                                  |PC|         711.|          8.83|       6278.13|
|2468      |Juice                                    |PC|         850.|         10.96|       9316.00|
|2469      |Zucchini                                 |PC|         412.|         30.64|      12623.68|
|2470      |Chickpeas                                |PC|         576.|          8.08|       4654.08|
|2471      |Frozen Vegetables                        |PC|         917.|          3.38|       3099.46|
|2472      |Chickpeas                                |PC|         556.|         34.19|      19009.64|
|2473      |Oil                                      |PC|         855.|          0.63|        538.65|
|2474      |Watermelon                               |PC|         679.|          4.54|       3082.66|
|2475      |Potato Chips                             |PC|         318.|         18.31|       5822.58|
|2476      |Orange                                   |PC|         190.|          6.33|       1202.70|
|2477      |Candy                                    |PC|         991.|         34.25|      33941.75|
|2478      |Whiskey                                  |PC|         159.|         40.16|       6385.44|
|2479      |Toilet Paper                             |PC|         323.|         48.93|      15804.39|
|2480      |Jam                                      |PC|         337.|          0.67|        225.79|
|2481      |Ketchup                                  |PC|         550.|          3.34|       1837.00|
|2482      |Chickpeas                                |PC|         504.|          4.90|       2469.60|
|2483      |Frozen Vegetables                        |PC|         725.|         31.90|      23127.50|
|2484      |Corn                                     |PC|         305.|         23.66|       7216.30|
|2485      |Cereal                                   |PC|         381.|          0.71|        270.51|
|2486      |Chickpeas                                |PC|         532.|         31.52|      16768.64|
|2487      |Frozen Pizza                             |PC|         941.|         45.99|      43276.59|
|2488      |Soft Drinks                              |PC|         606.|         47.29|      28657.74|
|2489      |Eggs                                     |PC|         366.|         13.12|       4801.92|
|2490      |Tomato                                   |PC|         387.|         49.03|      18974.61|
|2491      |Oatmeal                                  |PC|         400.|         11.76|       4704.00|
|2492      |Toilet Paper                             |PC|          13.|         11.58|        150.54|
|2493      |Cauliflower                              |PC|          44.|          4.03|        177.32|
|2494      |Lemon                                    |PC|         744.|         24.33|      18101.52|
|2495      |Potato Chips                             |PC|         368.|         42.50|      15640.00|
|2496      |Jam                                      |PC|         843.|         42.83|      36105.69|
|2497      |Paper Towels                             |PC|         566.|         20.67|      11699.22|
|2498      |Corn                                     |PC|         263.|         11.60|       3050.80|
|2499      |Chickpeas                                |PC|         584.|          7.28|       4251.52|
|2500      |Vinegar                                  |PC|         176.|         28.18|       4959.68|
|2501      |Toothpaste                               |PC|         159.|         37.63|       5983.17|
|2502      |Whiskey                                  |PC|         709.|         11.69|       8288.21|
|2503      |Corn                                     |PC|         165.|         49.92|       8236.80|
|2504      |Pork Chop                                |PC|         235.|         17.91|       4208.85|
|2505      |Vinegar                                  |PC|         945.|         17.34|      16386.30|
|2506      |Mustard                                  |PC|         171.|         32.76|       5601.96|
|2507      |Olive Oil                                |PC|         654.|         38.86|      25414.44|
|2508      |Sugar                                    |PC|         348.|         31.41|      10930.68|
|2509      |Garlic                                   |PC|         510.|          5.70|       2907.00|
|2510      |Peanut Butter                            |PC|         324.|         34.88|      11301.12|
|2511      |Banana                                   |PC|         954.|          3.24|       3090.96|
|2512      |Beer                                     |PC|         413.|         38.32|      15826.16|
|2513      |Ketchup                                  |PC|         405.|         18.35|       7431.75|
|2514      |Whiskey                                  |PC|         683.|         47.97|      32763.51|
|2515      |Watermelon                               |PC|         839.|         34.07|      28584.73|
|2516      |Lemon                                    |PC|         765.|         25.85|      19775.25|
|2517      |Lemon                                    |PC|         183.|         44.83|       8203.89|
|2518      |Lentils                                  |PC|         237.|         23.30|       5522.10|
|2519      |Milk                                     |PC|         559.|         46.29|      25876.11|
|2520      |Beer                                     |PC|         325.|         26.78|       8703.50|
|2521      |Mayonnaise                               |PC|         627.|         10.20|       6395.40|
|2522      |Lime                                     |PC|         251.|         26.46|       6641.46|
|2523      |Lime                                     |PC|         731.|         16.45|      12024.95|
|2524      |Ground Beef                              |PC|         570.|         28.85|      16444.50|
|2525      |Pork Chop                                |PC|         960.|         38.87|      37315.20|
|2526      |Tomato                                   |PC|         803.|         14.31|      11490.93|
|2527      |Paper Towels                             |PC|         305.|         39.89|      12166.45|
|2528      |Lentils                                  |PC|         629.|         25.62|      16114.98|
|2529      |Ketchup                                  |PC|         193.|         34.94|       6743.42|
|2530      |Corn                                     |PC|         658.|         49.60|      32636.80|
|2531      |Salt                                     |PC|         220.|         44.22|       9728.40|
|2532      |Pasta                                    |PC|         435.|         35.60|      15486.00|
|2533      |Eggs                                     |PC|         347.|          0.82|        284.54|
|2534      |Salt                                     |PC|         895.|         30.81|      27574.95|
|2535      |Lettuce                                  |PC|         342.|         10.78|       3686.76|
|2536      |Shampoo                                  |PC|         583.|         36.37|      21203.71|
|2537      |Candy                                    |PC|         277.|          4.31|       1193.87|
|2538      |Salt                                     |PC|         934.|         13.75|      12842.50|
|2539      |Corn                                     |PC|         452.|         33.46|      15123.92|
|2540      |Lime                                     |PC|         954.|          2.74|       2613.96|
|2541      |Watermelon                               |PC|         946.|         45.10|      42664.60|
|2542      |Orange                                   |PC|         682.|         27.32|      18632.24|
|2543      |Soy Sauce                                |PC|         674.|         31.82|      21446.68|
|2544      |Peas                                     |PC|         233.|         29.07|       6773.31|
|2545      |Juice                                    |PC|         263.|         48.08|      12645.04|
|2546      |Milk                                     |PC|          76.|          1.59|        120.84|
|2547      |Chocolate                                |PC|         812.|          2.81|       2281.72|
|2548      |Beer                                     |PC|          29.|         11.28|        327.12|
|2549      |Juice                                    |PC|          73.|         10.07|        735.11|
|2550      |Whiskey                                  |PC|         929.|         47.13|      43783.77|
|2551      |Onion                                    |PC|         439.|         33.14|      14548.46|
|2552      |Garlic                                   |PC|         121.|          6.84|        827.64|
|2553      |Vinegar                                  |PC|         168.|         18.20|       3057.60|
|2554      |Shampoo                                  |PC|          78.|         31.49|       2456.22|
|2555      |Strawberry                               |PC|         993.|          7.81|       7755.33|
|2556      |Sugar                                    |PC|         877.|          5.15|       4516.55|
|2557      |Oatmeal                                  |PC|         550.|         27.70|      15235.00|
|2558      |Flour                                    |PC|         492.|          8.56|       4211.52|
|2559      |Paper Towels                             |PC|         809.|         19.55|      15815.95|
|2560      |Lettuce                                  |PC|          92.|          8.83|        812.36|
|2561      |Avocado                                  |PC|         125.|          5.51|        688.75|
|2562      |Chicken Breast                           |PC|         696.|         37.71|      26246.16|
|2563      |Avocado                                  |PC|         895.|         19.52|      17470.40|
|2564      |Soy Sauce                                |PC|         486.|         26.97|      13107.42|
|2565      |Frozen Vegetables                        |PC|         414.|         25.23|      10445.22|
|2566      |Bread                                    |PC|         153.|         16.87|       2581.11|
|2567      |Lentils                                  |PC|         745.|         42.17|      31416.65|
|2568      |Frozen Pizza                             |PC|         949.|         17.85|      16939.65|
|2569      |Pepper                                   |PC|         691.|         36.14|      24972.74|
|2570      |Beer                                     |PC|         500.|         41.65|      20825.00|
|2571      |Potato Chips                             |PC|         849.|          3.57|       3030.93|
|2572      |Flour                                    |PC|         231.|         10.76|       2485.56|
|2573      |Garlic                                   |PC|         410.|         20.98|       8601.80|
|2574      |Shampoo                                  |PC|         433.|         32.51|      14076.83|
|2575      |Cauliflower                              |PC|         310.|          9.67|       2997.70|
|2576      |Potato Chips                             |PC|         187.|          6.67|       1247.29|
|2577      |Banana                                   |PC|         536.|          7.16|       3837.76|
|2578      |Cucumber                                 |PC|         127.|         38.92|       4942.84|
|2579      |Cookies                                  |PC|         319.|          6.62|       2111.78|
|2580      |Corn                                     |PC|         831.|         23.82|      19794.42|
|2581      |Lentils                                  |PC|         142.|         34.27|       4866.34|
|2582      |Ice Cream                                |PC|         923.|         23.63|      21810.49|
|2583      |Rice                                     |PC|         753.|          3.69|       2778.57|
|2584      |Sardines                                 |PC|         693.|         42.68|      29577.24|
|2585      |Soy Sauce                                |PC|         469.|          9.18|       4305.42|
|2586      |Pork Chop                                |PC|         825.|         13.99|      11541.75|
|2587      |Cookies                                  |PC|         522.|         41.28|      21548.16|
|2588      |Chickpeas                                |PC|         141.|         20.35|       2869.35|
|2589      |Green Beans                              |PC|          53.|         24.26|       1285.78|
|2590      |Peas                                     |PC|         771.|         39.17|      30200.07|
|2591      |Banana                                   |PC|         794.|         17.13|      13601.22|
|2592      |Tomato Sauce                             |PC|          43.|          4.57|        196.51|
|2593      |Cereal                                   |PC|         732.|         12.20|       8930.40|
|2594      |Wine                                     |PC|         527.|         39.39|      20758.53|
|2595      |Peanut Butter                            |PC|         242.|          4.26|       1030.92|
|2596      |Shampoo                                  |PC|         440.|          3.74|       1645.60|
|2597      |Soft Drinks                              |PC|         746.|         49.95|      37262.70|
|2598      |Chickpeas                                |PC|         743.|         34.43|      25581.49|
|2599      |Juice                                    |PC|          25.|         20.32|        508.00|
|2600      |Oatmeal                                  |PC|         496.|          9.70|       4811.20|
|2601      |Ground Beef                              |PC|         354.|         28.63|      10135.02|
|2602      |Corn                                     |PC|         241.|         11.74|       2829.34|
|2603      |Apple                                    |PC|         747.|         15.05|      11242.35|
|2604      |Ketchup                                  |PC|         294.|          2.83|        832.02|
|2605      |Tomato                                   |PC|         830.|         11.87|       9852.10|
|2606      |Oatmeal                                  |PC|         561.|          3.91|       2193.51|
|2607      |Beans                                    |PC|         395.|          4.44|       1753.80|
|2608      |Chicken Breast                           |PC|         269.|         17.56|       4723.64|
|2609      |Soy Sauce                                |PC|         399.|         23.49|       9372.51|
|2610      |Zucchini                                 |PC|         658.|          9.60|       6316.80|
|2611      |Shampoo                                  |PC|         375.|         47.51|      17816.25|
|2612      |Eggplant                                 |PC|          24.|          2.78|         66.72|
|2613      |Juice                                    |PC|         171.|         42.33|       7238.43|
|2614      |Tuna Can                                 |PC|         485.|         45.75|      22188.75|
|2615      |Candy                                    |PC|         650.|         36.93|      24004.50|
|2616      |Lime                                     |PC|         543.|         36.39|      19759.77|
|2617      |Avocado                                  |PC|         916.|         45.92|      42062.72|
|2618      |Paper Towels                             |PC|         406.|         19.96|       8103.76|
|2619      |Potato Chips                             |PC|         525.|         11.01|       5780.25|
|2620      |Whiskey                                  |PC|         228.|         40.41|       9213.48|
|2621      |Carrot                                   |PC|         507.|         21.73|      11017.11|
|2622      |Butter                                   |PC|         185.|         30.97|       5729.45|
|2623      |Apple                                    |PC|         771.|         21.50|      16576.50|
|2624      |Carrot                                   |PC|          51.|         16.23|        827.73|
|2625      |Toilet Paper                             |PC|         902.|          6.90|       6223.80|
|2626      |Eggplant                                 |PC|         200.|          5.77|       1154.00|
|2627      |Pasta                                    |PC|         902.|          8.52|       7685.04|
|2628      |Broccoli                                 |PC|         161.|         28.43|       4577.23|
|2629      |Watermelon                               |PC|         132.|         41.70|       5504.40|
|2630      |Soft Drinks                              |PC|         254.|         27.19|       6906.26|
|2631      |Beer                                     |PC|         843.|          0.95|        800.85|
|2632      |Lemon                                    |PC|          27.|         40.09|       1082.43|
|2633      |Pork Chop                                |PC|         260.|         23.02|       5985.20|
|2634      |Frozen Pizza                             |PC|         554.|         23.17|      12836.18|
|2635      |Sardines                                 |PC|          80.|         11.90|        952.00|
|2636      |Cookies                                  |PC|         866.|          0.69|        597.54|
|2637      |Tomato Sauce                             |PC|         530.|         20.76|      11002.80|
|2638      |Tomato                                   |PC|         160.|         31.27|       5003.20|
|2639      |Honey                                    |PC|         515.|         20.67|      10645.05|
|2640      |Lime                                     |PC|         926.|          0.72|        666.72|
|2641      |Pork Chop                                |PC|         231.|         31.03|       7167.93|
|2642      |Cereal                                   |PC|         283.|         20.25|       5730.75|
|2643      |Soft Drinks                              |PC|         919.|         36.84|      33855.96|
|2644      |Candy                                    |PC|         495.|         12.86|       6365.70|
|2645      |Lettuce                                  |PC|         846.|          3.37|       2851.02|
|2646      |Tomato Sauce                             |PC|         863.|         19.09|      16474.67|
|2647      |Peas                                     |PC|         770.|         30.64|      23592.80|
|2648      |Lettuce                                  |PC|         894.|         18.22|      16288.68|
|2649      |Onion                                    |PC|         946.|         23.04|      21795.84|
|2650      |Tuna Can                                 |PC|         324.|         15.81|       5122.44|
|2651      |Bread                                    |PC|         860.|         20.32|      17475.20|
|2652      |Salmon                                   |PC|         897.|          0.85|        762.45|
|2653      |Oil                                      |PC|          89.|          9.03|        803.67|
|2654      |Chocolate                                |PC|         577.|         30.28|      17471.56|
|2655      |Peas                                     |PC|         137.|         15.33|       2100.21|
|2656      |Cucumber                                 |PC|         860.|         16.59|      14267.40|
|2657      |Salmon                                   |PC|         192.|          4.21|        808.32|
|2658      |Oatmeal                                  |PC|         846.|         22.14|      18730.44|
|2659      |Potato Chips                             |PC|         833.|         14.84|      12361.72|
|2660      |Sugar                                    |PC|         185.|         29.93|       5537.05|
|2661      |Toothpaste                               |PC|         301.|         41.62|      12527.62|
|2662      |Watermelon                               |PC|         403.|         37.76|      15217.28|
|2663      |Toilet Paper                             |PC|         104.|         11.48|       1193.92|
|2664      |Tea                                      |PC|         131.|         44.09|       5775.79|
|2665      |Honey                                    |PC|         621.|         30.85|      19157.85|
|2666      |Tomato Sauce                             |PC|         781.|         44.63|      34856.03|
|2667      |Broccoli                                 |PC|         582.|         11.82|       6879.24|
|2668      |Frozen Pizza                             |PC|         548.|         14.97|       8203.56|
|2669      |Eggs                                     |PC|         275.|          2.01|        552.75|
|2670      |Garlic                                   |PC|         102.|         27.08|       2762.16|
|2671      |Toilet Paper                             |PC|         907.|         13.34|      12099.38|
|2672      |Corn                                     |PC|         722.|         16.41|      11848.02|
|2673      |Ground Beef                              |PC|          76.|         28.83|       2191.08|
|2674      |Ice Cream                                |PC|         291.|         35.00|      10185.00|
|2675      |Flour                                    |PC|         243.|          4.39|       1066.77|
|2676      |Frozen Pizza                             |PC|         525.|         23.24|      12201.00|
|2677      |Mushrooms                                |PC|         288.|          3.84|       1105.92|
|2678      |Orange                                   |PC|         889.|         22.56|      20055.84|
|2679      |Toothpaste                               |PC|         933.|         30.50|      28456.50|
|2680      |Apple                                    |PC|         528.|         47.15|      24895.20|
|2681      |Zucchini                                 |PC|         646.|         16.14|      10426.44|
|2682      |Flour                                    |PC|         163.|         26.05|       4246.15|
|2683      |Sugar                                    |PC|         777.|         44.73|      34755.21|
|2684      |Honey                                    |PC|         823.|         30.16|      24821.68|
|2685      |Peanut Butter                            |PC|         154.|         46.20|       7114.80|
|2686      |Orange                                   |PC|         267.|         17.38|       4640.46|
|2687      |Eggs                                     |PC|         955.|         48.56|      46374.80|
|2688      |Pork Chop                                |PC|         985.|         14.27|      14055.95|
|2689      |Soap                                     |PC|         888.|         42.42|      37668.96|
|2690      |Beer                                     |PC|          57.|         32.20|       1835.40|
|2691      |Mustard                                  |PC|         243.|         44.73|      10869.39|
|2692      |Onion                                    |PC|         715.|         24.75|      17696.25|
|2693      |Chicken Breast                           |PC|         476.|         38.59|      18368.84|
|2694      |Sardines                                 |PC|         755.|         28.41|      21449.55|
|2695      |Chickpeas                                |PC|         939.|         25.92|      24338.88|
|2696      |Grapes                                   |PC|          23.|          2.59|         59.57|
|2697      |Tea                                      |PC|         650.|         27.66|      17979.00|
|2698      |Wine                                     |PC|         138.|         18.24|       2517.12|
|2699      |Zucchini                                 |PC|         545.|         36.99|      20159.55|
|2700      |Vinegar                                  |PC|         863.|         47.69|      41156.47|
|2701      |Cucumber                                 |PC|         830.|          1.05|        871.50|
|2702      |Mushrooms                                |PC|         703.|          4.80|       3374.40|
|2703      |Rice                                     |PC|         601.|         36.31|      21822.31|
|2704      |Frozen Pizza                             |PC|          16.|         11.79|        188.64|
|2705      |Sugar                                    |PC|         171.|         25.95|       4437.45|
|2706      |Chicken Breast                           |PC|         694.|         36.96|      25650.24|
|2707      |Flour                                    |PC|         159.|          9.50|       1510.50|
|2708      |Cucumber                                 |PC|         527.|         41.12|      21670.24|
|2709      |Peas                                     |PC|         183.|         49.69|       9093.27|
|2710      |Grapes                                   |PC|         750.|         29.14|      21855.00|
|2711      |Lemon                                    |PC|         470.|         36.85|      17319.50|
|2712      |Eggs                                     |PC|         589.|          7.43|       4376.27|
|2713      |Salt                                     |PC|         314.|         28.61|       8983.54|
|2714      |Oil                                      |PC|         792.|         12.50|       9900.00|
|2715      |Cereal                                   |PC|         433.|         18.50|       8010.50|
|2716      |Eggplant                                 |PC|         315.|          5.44|       1713.60|
|2717      |Frozen Vegetables                        |PC|         806.|         29.59|      23849.54|
|2718      |Frozen Pizza                             |PC|         976.|          5.10|       4977.60|
|2719      |Wine                                     |PC|         506.|         18.48|       9350.88|
|2720      |Mayonnaise                               |PC|         957.|         14.62|      13991.34|
|2721      |Butter                                   |PC|         601.|          3.78|       2271.78|
|2722      |Lemon                                    |PC|         822.|         38.85|      31934.70|
|2723      |Green Beans                              |PC|         808.|         35.29|      28514.32|
|2724      |Green Beans                              |PC|          82.|         24.25|       1988.50|
|2725      |Olive Oil                                |PC|         301.|         48.62|      14634.62|
|2726      |Sugar                                    |PC|          94.|         41.46|       3897.24|
|2727      |Beans                                    |PC|         366.|         11.85|       4337.10|
|2728      |Shampoo                                  |PC|         433.|         41.26|      17865.58|
|2729      |Chocolate                                |PC|         650.|          2.39|       1553.50|
|2730      |Cauliflower                              |PC|         705.|         14.85|      10469.25|
|2731      |Ketchup                                  |PC|         941.|         30.59|      28785.19|
|2732      |Strawberry                               |PC|         203.|         27.73|       5629.19|
|2733      |Zucchini                                 |PC|         914.|         20.35|      18599.90|
|2734      |Oatmeal                                  |PC|          21.|         39.21|        823.41|
|2735      |Strawberry                               |PC|         500.|         45.89|      22945.00|
|2736      |Honey                                    |PC|         448.|          6.86|       3073.28|
|2737      |Butter                                   |PC|         650.|          7.39|       4803.50|
|2738      |Cheese                                   |PC|          15.|         36.17|        542.55|
|2739      |Peanut Butter                            |PC|         613.|         18.75|      11493.75|
|2740      |Mushrooms                                |PC|         241.|         38.77|       9343.57|
|2741      |Ketchup                                  |PC|         780.|         42.69|      33298.20|
|2742      |Ketchup                                  |PC|         233.|         40.90|       9529.70|
|2743      |Onion                                    |PC|         923.|         28.41|      26222.43|
|2744      |Beer                                     |PC|          47.|         13.98|        657.06|
|2745      |Orange                                   |PC|          65.|         23.92|       1554.80|
|2746      |Soft Drinks                              |PC|          36.|         11.25|        405.00|
|2747      |Sardines                                 |PC|         132.|          3.75|        495.00|
|2748      |Lettuce                                  |PC|         488.|         21.20|      10345.60|
|2749      |Paper Towels                             |PC|         979.|         27.18|      26609.22|
|2750      |Lemon                                    |PC|         828.|         30.16|      24972.48|
|2751      |Peanut Butter                            |PC|         563.|          6.32|       3558.16|
|2752      |Frozen Vegetables                        |PC|          38.|         28.70|       1090.60|
|2753      |Ice Cream                                |PC|          94.|         38.12|       3583.28|
|2754      |Tomato                                   |PC|         345.|          6.09|       2101.05|
|2755      |Peanut Butter                            |PC|         486.|         27.82|      13520.52|
|2756      |Peas                                     |PC|         139.|         46.70|       6491.30|
|2757      |Soy Sauce                                |PC|         461.|          9.20|       4241.20|
|2758      |Bread                                    |PC|         766.|         39.36|      30149.76|
|2759      |Strawberry                               |PC|         287.|         23.96|       6876.52|
|2760      |Chickpeas                                |PC|         654.|         18.85|      12327.90|
|2761      |Peas                                     |PC|         136.|          6.19|        841.84|
|2762      |Flour                                    |PC|          95.|         39.70|       3771.50|
|2763      |Mayonnaise                               |PC|         985.|         18.25|      17976.25|
|2764      |Tea                                      |PC|         189.|         38.39|       7255.71|
|2765      |Coffee                                   |PC|         513.|         47.71|      24475.23|
|2766      |Potato Chips                             |PC|         464.|         18.36|       8519.04|
|2767      |Cucumber                                 |PC|         147.|         28.76|       4227.72|
|2768      |Pepper                                   |PC|         198.|         13.30|       2633.40|
|2769      |Beer                                     |PC|         816.|         34.04|      27776.64|
|2770      |Mayonnaise                               |PC|         283.|          6.55|       1853.65|
|2771      |Grapes                                   |PC|         749.|         46.10|      34528.90|
|2772      |Oil                                      |PC|         283.|         38.15|      10796.45|
|2773      |Salt                                     |PC|         754.|         21.33|      16082.82|
|2774      |Avocado                                  |PC|         489.|         26.83|      13119.87|
|2775      |Chicken Breast                           |PC|         551.|         43.19|      23797.69|
|2776      |Ketchup                                  |PC|         666.|         11.83|       7878.78|
|2777      |Tomato                                   |PC|         645.|         43.38|      27980.10|
|2778      |Coffee                                   |PC|         759.|         47.34|      35931.06|
|2779      |Sardines                                 |PC|          29.|          6.54|        189.66|
|2780      |Jam                                      |PC|         171.|         25.35|       4334.85|
|2781      |Broccoli                                 |PC|         519.|         22.55|      11703.45|
|2782      |Yogurt                                   |PC|         721.|         20.75|      14960.75|
|2783      |Soy Sauce                                |PC|         335.|         19.15|       6415.25|
|2784      |Cucumber                                 |PC|         577.|         25.64|      14794.28|
|2785      |Zucchini                                 |PC|         350.|         40.78|      14273.00|
|2786      |Lemon                                    |PC|         183.|         23.21|       4247.43|
|2787      |Candy                                    |PC|         839.|          5.64|       4731.96|
|2788      |Toothpaste                               |PC|         497.|         26.45|      13145.65|
|2789      |Toilet Paper                             |PC|          98.|         19.06|       1867.88|
|2790      |Pepper                                   |PC|         301.|         46.20|      13906.20|
|2791      |Watermelon                               |PC|         997.|         47.18|      47038.46|
|2792      |Watermelon                               |PC|         928.|          0.68|        631.04|
|2793      |Mayonnaise                               |PC|         136.|         45.35|       6167.60|
|2794      |Shampoo                                  |PC|         731.|         39.37|      28779.47|
|2795      |Chocolate                                |PC|         794.|         21.02|      16689.88|
|2796      |Avocado                                  |PC|         485.|         36.03|      17474.55|
|2797      |Bread                                    |PC|         772.|          4.77|       3682.44|
|2798      |Toothpaste                               |PC|         924.|          1.51|       1395.24|
|2799      |Paper Towels                             |PC|         507.|         36.38|      18444.66|
|2800      |Lentils                                  |PC|         994.|         37.91|      37682.54|
|2801      |Toothpaste                               |PC|         201.|         42.35|       8512.35|
|2802      |Tuna Can                                 |PC|         925.|         24.71|      22856.75|
|2803      |Chocolate                                |PC|         517.|         26.76|      13834.92|
|2804      |Cookies                                  |PC|          13.|         26.58|        345.54|
|2805      |Tuna Can                                 |PC|         800.|         47.25|      37800.00|
|2806      |Orange                                   |PC|         750.|         24.67|      18502.50|
|2807      |Butter                                   |PC|         502.|         14.72|       7389.44|
|2808      |Jam                                      |PC|         573.|         42.94|      24604.62|
|2809      |Frozen Vegetables                        |PC|         469.|         21.94|      10289.86|
|2810      |Mayonnaise                               |PC|         825.|         38.54|      31795.50|
|2811      |Zucchini                                 |PC|         275.|          1.74|        478.50|
|2812      |Apple                                    |PC|         797.|         46.14|      36773.58|
|2813      |Corn                                     |PC|         848.|         37.01|      31384.48|
|2814      |Eggs                                     |PC|         212.|         48.03|      10182.36|
|2815      |Apple                                    |PC|         679.|         27.66|      18781.14|
|2816      |Salt                                     |PC|         632.|          4.25|       2686.00|
|2817      |Potato Chips                             |PC|         213.|         27.17|       5787.21|
|2818      |Mustard                                  |PC|          55.|         29.35|       1614.25|
|2819      |Whiskey                                  |PC|         157.|          6.68|       1048.76|
|2820      |Flour                                    |PC|         612.|         43.53|      26640.36|
|2821      |Lettuce                                  |PC|         539.|         14.65|       7896.35|
|2822      |Soy Sauce                                |PC|         965.|          1.62|       1563.30|
|2823      |Oil                                      |PC|         430.|          4.34|       1866.20|
|2824      |Toothpaste                               |PC|          66.|         18.83|       1242.78|
|2825      |Milk                                     |PC|         156.|          4.02|        627.12|
|2826      |Soap                                     |PC|         709.|         27.27|      19334.43|
|2827      |Shampoo                                  |PC|          16.|         42.92|        686.72|
|2828      |Olive Oil                                |PC|         817.|         26.70|      21813.90|
|2829      |Onion                                    |PC|         369.|         36.45|      13450.05|
|2830      |Tea                                      |PC|         441.|         23.11|      10191.51|
|2831      |Soap                                     |PC|         435.|          8.16|       3549.60|
|2832      |Mushrooms                                |PC|         278.|         17.71|       4923.38|
|2833      |Candy                                    |PC|          88.|         13.19|       1160.72|
|2834      |Cookies                                  |PC|         494.|         17.56|       8674.64|
|2835      |Lentils                                  |PC|         693.|          7.16|       4961.88|
|2836      |Soap                                     |PC|         316.|         29.57|       9344.12|
|2837      |Cookies                                  |PC|         134.|          9.21|       1234.14|
|2838      |Salt                                     |PC|         425.|         26.50|      11262.50|
|2839      |Avocado                                  |PC|         506.|         15.36|       7772.16|
|2840      |Wine                                     |PC|         845.|          2.00|       1690.00|
|2841      |Cucumber                                 |PC|         239.|          9.29|       2220.31|
|2842      |Orange                                   |PC|         802.|         33.61|      26955.22|
|2843      |Jam                                      |PC|         697.|         12.15|       8468.55|
